1	4:20	SBL	11:20	DEPOT
2	4:20	SBL	12:11	OKNS
3	4:45	DEPOT	11:52	DEPOT
4	4:50	DEPOT	12:17	OKNS
5	5:00	DEPOT	12:24	OKNS
6	5:05	DEPOT	12:30	OKNS
7	REST			
8	5:05	DEPOT	12:36	OKNS
9	5:05	JPW	12:55	OKNS
10	5:10	DEPOT	12:43	OKNS
11	5:10	SBL	13:10	OKNS
12	5:10	IGDA	13:02	OKNS
13	5:20	BCGN	13:08	OKNS
14	REST			
15	5:20	BCGN	13:14	OKNS
16	5:21	DEPOT	12:49	OKNS
17	5:30	JPW	13:21	OKNS
18	5:30	JPW	13:27	OKNS
19	5:30	SBL	13:30	OKNS
20	5:32	DEPOT	13:11	OKNS
21	REST			
22	5:41	SBL	13:36	OKNS
23	5:51	DEPOT	13:33	OKNS
24	5:52	SBL	13:50	OKNS
25	6:00	SBL	14:00	OKNS
26	5:48	SBL	13:40	OKNS
27	6:10	SBL	14:10	OKNS
28	REST			
29	5:59	SBL	13:52	OKNS
30	6:20	BCGN	14:11	OKNS
31	6:20	SBL	14:18	OKNS
32	7:00	OKNS	15:00	OKNS
33	7:05	OKNS	14:49	OKNS
34	7:10	OKNS	14:56	OKNS
35	REST			
36	7:11	OKNS	15:02	OKNS
37	7:16	OKNS	15:15	OKNS
38	7:18	OKNS	14:52	OKNS
39	7:22	OKNS	15:08	OKNS
40	7:28	OKNS	15:24	OKNS
41	7:34	OKNS	15:36	OKNS
42	REST			
43	7:35	OKNS	15:27	OKNS
44	7:47	OKNS	15:21	OKNS
45	7:51	OKNS	15:46	OKNS
46	7:57	OKNS	15:30	OKNS
47	8:09	OKNS	16:05	OKNS
48	10:15	OKNS	18:03	OKNS
49	REST			
50	11:25	OKNS	19:20	OKNS
51	11:30	OKNS	19:26	OKNS
52	11:52	OKNS	19:50	OKNS
53	12:37	OKNS	20:25	OKNS
54	12:43	OKNS	19:43	OKNS
55	13:02	OKNS	20:52	OKNS
56	REST			
57	13:08	OKNS	20:11	OKNS
58	13:17	OKNS	20:49	DEPOT
59	13:40	OKNS	21:25	IGDA
60	13:46	OKNS	21:48	DEPOT
61	13:53	OKNS	21:56	DEPOT
62	14:12	OKNS	22:00	OKNS
63	REST			
64	14:18	OKNS	22:15	OKNS
65	14:21	OKNS	22:21	OKNS
66	14:24	OKNS	22:15	OKNS
67	14:27	OKNS	22:09	OKNS
68	14:31	OKNS	22:30	OKNS
69	14:37	OKNS	22:35	OKNS
70	REST			
71	14:43	OKNS	22:45	OKNS
72	14:45	OKNS	22:39	JPW
73	14:46	OKNS	22:19	DEPOT
74	14:50	OKNS	22:34	OKNS
75	14:59	OKNS	22:31	DEPOT
76	15:00	OKNS	23:00	DEPOT
77	REST			
78	15:05	OKNS	23:05	OKNS
79	15:22	DEPOT	22:54	OKNS
80	15:28	OKNS	22:42	OKNS
81	15:36	OKNS	23:32	DEPOT
82	15:43	OKNS	23:30	DEPOT
83	16:06	OKNS	0:01	DEPOT
84	REST			
85	16:08	OKNS	0:05	JPW
86	16:20	DEPOT	0:00	BCGN
87	16:20	OKNS	0:18	JPW
88	16:21	OKNS	0:21	DEPOT
89	16:30	OKNS	0:30	JPW
90	16:44	OKNS	0:17	IGDA
91	REST			
92	16:45	OKNS	0:08	BCGN
93	16:57	OKNS	0:15	BCGN
94	17:03	OKNS	0:16	DEPOT
95	17:03	OKNS	0:20	DEPOT
96	17:14	OKNS	0:45	DEPOT
97	17:26	OKNS	0:51	DEPOT
98	REST			
99	17:38	OKNS	0:56	DEPOT
100	18:25	OKNS	2:25	DEPOT
101	19:00	OKNS	2:25	DEPOT
102	22:30	OKNS	6:30	DEPOT
